subclass,modality,sexrep,ncell,nreads,ratio
048 RHP-COA Ndnf Gaba,H3K9me3,MaleA,266,847895,3187.5752
076 MEA-BST Lhx6 Nfib Gaba,H3K27me3,FemaleA,268,703452,2624.8208
215 SNc-VTA-RAmb Foxa1 Dopa,H3K27me3,FemaleB,268,1876781,7002.914
090 BST-MPN Six3 Nrgn Gaba,H3K27me3,MaleA,269,1121520,4169.219
131 LHA-AHN-PVH Otp Trh Glut,H3K27me3,FemaleA,269,1027754,3820.6467
019 L2/3 IT PPP Glut,H3K27ac,FemaleB,269,799243,2971.1636
114 COAa-PAA-MEA Barhl2 Glut,H3K27ac,MaleA,270,855810,3169.6667
048 RHP-COA Ndnf Gaba,H3K27ac,FemaleA,270,1417427,5249.7295
054 STR Prox1 Lhx6 Gaba,H3K27me3,FemaleB,270,1332180,4934.0
200 PAG-ND-PCG Onecut1 Gaba,H3K27me3,FemaleA,271,914195,3373.4133
012 MEA Slc17a7 Glut,H3K9me3,FemaleB,272,1430079,5257.6436
051 Pvalb chandelier Gaba,H3K4me1,FemaleA,272,1117862,4109.7866
051 Pvalb chandelier Gaba,H3K27me3,MaleB,272,861491,3167.2463
056 Sst Chodl Gaba,H3K9me3,FemaleB,272,1610038,5919.2573
056 Sst Chodl Gaba,H3K27me3,MaleB,273,1236953,4530.9634
099 SBPV-PVa Six6 Satb2 Gaba,H3K4me1,FemaleB,273,1324692,4852.3516
134 PH-ant-LHA Otp Bsx Glut,H3K27me3,MaleA,273,1187897,4351.271
051 Pvalb chandelier Gaba,H3K27me3,FemaleA,273,985881,3611.2856
100 AHN Onecut3 Gaba,H3K4me1,FemaleA,274,582619,2126.3467
214 IPN Otp Crisp1 Gaba,H3K27ac,MaleA,274,816620,2980.365
051 Pvalb chandelier Gaba,H3K27me3,MaleA,275,1322425,4808.8184
012 MEA Slc17a7 Glut,H3K27me3,FemaleB,276,2240002,8115.949
002 IT EP-CLA Glut,H3K27ac,FemaleA,276,657771,2383.2283
053 Sst Gaba,H3K27ac,FemaleB,276,975175,3533.2427
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27me3,FemaleA,276,901082,3264.7898
101 ZI Pax6 Gaba,H3K9me3,MaleA,277,2705191,9766.032
058 PAL-STR Gaba-Chol,H3K27me3,FemaleA,278,1561957,5618.5503
012 MEA Slc17a7 Glut,H3K4me1,FemaleB,280,1432950,5117.6787
152 RE-Xi Nox4 Glut,H3K27me3,FemaleA,280,1916614,6845.05
102 DMH-LHA Gsx1 Gaba,H3K9me3,MaleB,280,1366344,4879.8
081 ACB-BST-FS D1 Gaba,H3K27me3,FemaleA,280,1633110,5832.5356
073 MEA-BST Sox6 Gaba,H3K27me3,FemaleB,280,2302951,8224.825
023 SUB-ProS Glut,H3K9me3,MaleA,280,1798393,6422.832
119 SI-MA-LPO-LHA Skor1 Glut,H3K27me3,FemaleA,281,967110,3441.6726
056 Sst Chodl Gaba,H3K27ac,FemaleA,282,1070985,3797.819
076 MEA-BST Lhx6 Nfib Gaba,H3K4me1,FemaleA,282,786426,2788.7446
029 L6b CTX Glut,H3K27me3,MaleA,282,793990,2815.5674
082 CEA-BST Ebf1 Pdyn Gaba,H3K27me3,FemaleB,282,2125705,7537.961
152 RE-Xi Nox4 Glut,H3K27me3,MaleB,283,1964943,6943.2617
049 Lamp5 Gaba,H3K9me3,FemaleB,283,1610558,5691.0176
031 CT SUB Glut,H3K27me3,MaleB,284,919790,3238.6973
002 IT EP-CLA Glut,H3K4me1,FemaleA,286,919651,3215.563
120 MEA Otp Foxp2 Glut,H3K27ac,MaleA,288,1896666,6585.646
055 STR Lhx8 Gaba,H3K27me3,FemaleA,289,1143342,3956.2007
058 PAL-STR Gaba-Chol,H3K4me1,FemaleA,290,1428800,4926.8965
073 MEA-BST Sox6 Gaba,H3K4me1,FemaleB,290,1696941,5851.5205
159 IF-RL-CLI-PAG Foxa1 Glut,H3K27me3,FemaleB,290,1679902,5792.7656
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K9me3,FemaleA,290,1347560,4646.759
050 Lamp5 Lhx6 Gaba,H3K27ac,FemaleA,291,1501444,5159.6016
031 CT SUB Glut,H3K9me3,FemaleB,291,2095049,7199.481
202 PRT Tcf7l2 Gaba,H3K4me1,FemaleB,292,1188635,4070.6677
094 SCH Six6 Cdc14a Gaba,H3K27ac,MaleA,293,480177,1638.8293
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27me3,MaleA,293,1205713,4115.0615
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27ac,MaleB,293,709032,2419.9045
133 PVH-SO-PVa Otp Glut,H3K9me3,FemaleB,293,1196135,4082.372
133 PVH-SO-PVa Otp Glut,H3K4me1,FemaleB,293,1398890,4774.3687
015 ENTmv-PA-COAp Glut,H3K27ac,MaleA,293,997801,3405.464
039 OB Meis2 Thsd7b Gaba,H3K9me3,FemaleA,294,669448,2277.034
079 CEA-BST Six3 Cyp26b1 Gaba,H3K9me3,FemaleB,294,1464195,4980.255
010 IT AON-TT-DP Glut,H3K27ac,FemaleA,294,993452,3379.0884
073 MEA-BST Sox6 Gaba,H3K9me3,FemaleB,294,1686547,5736.554
030 L6 CT CTX Glut,H3K9me3,FemaleB,294,1724885,5866.9556
107 DMH Hmx2 Gaba,H3K27ac,FemaleA,294,1977630,6726.633
005 L5 IT CTX Glut,H3K9me3,MaleA,295,893205,3027.8135
114 COAa-PAA-MEA Barhl2 Glut,H3K27me3,FemaleB,295,2295181,7780.2744
026 NLOT Rho Glut,H3K4me1,MaleB,296,2349907,7938.875
039 OB Meis2 Thsd7b Gaba,H3K9me3,MaleB,297,1141786,3844.3972
049 Lamp5 Gaba,H3K27me3,FemaleB,297,1453991,4895.593
055 STR Lhx8 Gaba,H3K4me1,FemaleA,298,1117473,3749.9094
026 NLOT Rho Glut,H3K9me3,MaleB,298,2064133,6926.6206
060 OT D3 Folh1 Gaba,H3K4me1,MaleB,299,1104454,3693.8262
015 ENTmv-PA-COAp Glut,H3K9me3,MaleA,299,1850039,6187.4214
119 SI-MA-LPO-LHA Skor1 Glut,H3K9me3,FemaleA,299,1109771,3711.6086
076 MEA-BST Lhx6 Nfib Gaba,H3K9me3,MaleA,300,1886138,6287.1265
100 AHN Onecut3 Gaba,H3K9me3,MaleB,301,1998243,6638.681
012 MEA Slc17a7 Glut,H3K27me3,MaleB,301,1557188,5173.382
081 ACB-BST-FS D1 Gaba,H3K9me3,MaleB,302,1074362,3557.49
063 STR D1 Sema5a Gaba,H3K27ac,FemaleB,302,1251899,4145.361
056 Sst Chodl Gaba,H3K27ac,MaleA,302,889643,2945.8376
131 LHA-AHN-PVH Otp Trh Glut,H3K27ac,MaleA,302,681646,2257.106
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K4me1,FemaleB,303,1733491,5721.0923
107 DMH Hmx2 Gaba,H3K27me3,FemaleB,303,788054,2600.8384
089 PVR Six3 Sox3 Gaba,H3K27me3,FemaleA,303,1503624,4962.4556
202 PRT Tcf7l2 Gaba,H3K9me3,FemaleB,304,2624520,8633.289
074 MEA-BST Lhx6 Sp9 Gaba,H3K27me3,FemaleA,304,777127,2556.3389
214 IPN Otp Crisp1 Gaba,H3K27me3,MaleA,304,1071602,3525.0066
033 NP SUB Glut,H3K27me3,FemaleA,304,1660480,5462.1055
099 SBPV-PVa Six6 Satb2 Gaba,H3K4me1,MaleB,304,962125,3164.8848
022 L5 ET CTX Glut,H3K4me1,FemaleB,305,2274963,7458.895
180 SCiw Pitx2 Glut,H3K27me3,FemaleB,305,991366,3250.3804
152 RE-Xi Nox4 Glut,H3K4me1,MaleA,305,2350579,7706.8164
097 PVHd-SBPV Six3 Prox1 Gaba,H3K27me3,FemaleA,306,1222720,3995.817
073 MEA-BST Sox6 Gaba,H3K27ac,MaleA,306,968999,3166.6633
039 OB Meis2 Thsd7b Gaba,H3K9me3,MaleA,306,1121748,3665.843
085 SI-MPO-LPO Lhx8 Gaba,H3K4me1,FemaleA,306,849715,2776.8464
031 CT SUB Glut,H3K27ac,FemaleA,307,779045,2537.606
005 L5 IT CTX Glut,H3K27ac,MaleA,309,724096,2343.3528
214 IPN Otp Crisp1 Gaba,H3K9me3,FemaleB,312,2407726,7717.0703
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K27me3,MaleA,313,1905799,6088.8145
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27ac,MaleA,313,833883,2664.1628
094 SCH Six6 Cdc14a Gaba,H3K27me3,FemaleA,313,1163260,3716.4856
079 CEA-BST Six3 Cyp26b1 Gaba,H3K4me1,FemaleB,315,1624630,5157.5557
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K9me3,FemaleB,315,1390423,4414.0415
049 Lamp5 Gaba,H3K4me1,FemaleB,316,1669062,5281.842
199 PAG-MRN-RN Foxa2 Gaba,H3K9me3,MaleB,317,1187601,3746.3755
015 ENTmv-PA-COAp Glut,H3K9me3,FemaleA,318,1138848,3581.283
134 PH-ant-LHA Otp Bsx Glut,H3K4me1,FemaleA,320,730869,2283.9656
100 AHN Onecut3 Gaba,H3K4me1,MaleB,321,1247062,3884.9285
200 PAG-ND-PCG Onecut1 Gaba,H3K4me1,FemaleA,321,1043825,3251.7913
085 SI-MPO-LPO Lhx8 Gaba,H3K9me3,MaleB,322,1956698,6076.7017
058 PAL-STR Gaba-Chol,H3K9me3,FemaleA,322,1504565,4672.562
199 PAG-MRN-RN Foxa2 Gaba,H3K27ac,MaleA,324,1353743,4178.219
074 MEA-BST Lhx6 Sp9 Gaba,H3K27me3,MaleA,324,1776016,5481.531
086 MPO-ADP Lhx8 Gaba,H3K27me3,MaleB,326,1212531,3719.4202
117 LHA Barhl2 Glut,H3K4me1,FemaleA,328,798943,2435.8018
101 ZI Pax6 Gaba,H3K9me3,FemaleA,328,974148,2969.9634
090 BST-MPN Six3 Nrgn Gaba,H3K9me3,MaleB,329,2082033,6328.3677
133 PVH-SO-PVa Otp Glut,H3K27me3,FemaleA,329,1438432,4372.134
102 DMH-LHA Gsx1 Gaba,H3K4me1,MaleB,330,1065663,3229.2817
015 ENTmv-PA-COAp Glut,H3K4me1,FemaleA,331,951242,2873.843
079 CEA-BST Six3 Cyp26b1 Gaba,H3K27me3,FemaleB,331,2607040,7876.254
050 Lamp5 Lhx6 Gaba,H3K9me3,MaleA,331,1921186,5804.1875
114 COAa-PAA-MEA Barhl2 Glut,H3K4me1,FemaleB,332,1803689,5432.7983
058 PAL-STR Gaba-Chol,H3K27me3,MaleA,332,1969261,5931.5093
023 SUB-ProS Glut,H3K4me1,MaleA,333,2019055,6063.228
015 ENTmv-PA-COAp Glut,H3K27me3,MaleA,334,1525723,4568.0327
200 PAG-ND-PCG Onecut1 Gaba,H3K9me3,MaleB,334,1049601,3142.518
023 SUB-ProS Glut,H3K27ac,FemaleA,335,2893050,8635.97
056 Sst Chodl Gaba,H3K4me1,FemaleB,338,1703644,5040.3667
011 L2 IT ENT-po Glut,H3K4me1,MaleA,339,2462285,7263.3774
119 SI-MA-LPO-LHA Skor1 Glut,H3K27me3,MaleA,340,1953888,5746.7295
085 SI-MPO-LPO Lhx8 Gaba,H3K4me1,MaleB,341,1646985,4829.868
139 PH-LHA Foxb1 Glut,H3K27me3,FemaleB,341,1955523,5734.6714
097 PVHd-SBPV Six3 Prox1 Gaba,H3K9me3,MaleB,342,1922275,5620.687
007 L2/3 IT CTX Glut,H3K4me1,MaleA,342,1352657,3955.1375
055 STR Lhx8 Gaba,H3K9me3,FemaleA,343,1200117,3498.8833
002 IT EP-CLA Glut,H3K9me3,FemaleA,344,1321711,3842.183
015 ENTmv-PA-COAp Glut,H3K27ac,FemaleA,344,899577,2615.0493
046 Vip Gaba,H3K27me3,FemaleB,344,1744917,5072.433
199 PAG-MRN-RN Foxa2 Gaba,H3K27ac,FemaleA,346,2051531,5929.2803
159 IF-RL-CLI-PAG Foxa1 Glut,H3K4me1,FemaleA,346,1319548,3813.7227
055 STR Lhx8 Gaba,H3K27me3,MaleA,347,1470069,4236.5103
195 SNr-VTA Pax5 Npas1 Gaba,H3K27me3,FemaleB,347,1898635,5471.571
048 RHP-COA Ndnf Gaba,H3K4me1,MaleA,347,1974478,5690.138
010 IT AON-TT-DP Glut,H3K27ac,MaleB,348,968048,2781.747
031 CT SUB Glut,H3K27ac,MaleA,349,1262884,3618.5789
199 PAG-MRN-RN Foxa2 Gaba,H3K4me1,MaleB,350,2399494,6855.6973
113 MEA-COA-BMA Ccdc42 Glut,H3K27ac,MaleB,350,876336,2503.8171
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27me3,FemaleB,351,745180,2123.02
199 PAG-MRN-RN Foxa2 Gaba,H3K27me3,MaleB,351,1584853,4515.2505
214 IPN Otp Crisp1 Gaba,H3K27ac,MaleB,351,1308253,3727.2166
200 PAG-ND-PCG Onecut1 Gaba,H3K27ac,MaleB,352,1076089,3057.071
199 PAG-MRN-RN Foxa2 Gaba,H3K9me3,MaleA,353,3056192,8657.768
020 L2/3 IT RSP Glut,H3K27ac,MaleB,354,588282,1661.8136
048 RHP-COA Ndnf Gaba,H3K9me3,FemaleB,354,2013387,5687.5337
159 IF-RL-CLI-PAG Foxa1 Glut,H3K9me3,FemaleA,354,1378860,3895.0847
086 MPO-ADP Lhx8 Gaba,H3K27me3,FemaleB,354,990806,2798.887
104 TU-ARH Otp Six6 Gaba,H3K27me3,MaleB,355,1343088,3783.3464
074 MEA-BST Lhx6 Sp9 Gaba,H3K4me1,FemaleA,355,1485427,4184.3013
134 PH-ant-LHA Otp Bsx Glut,H3K9me3,MaleB,355,2517528,7091.628
026 NLOT Rho Glut,H3K9me3,MaleA,356,2525160,7093.146
200 PAG-ND-PCG Onecut1 Gaba,H3K9me3,FemaleA,356,1247890,3505.309
047 Sncg Gaba,H3K4me1,FemaleB,356,1985477,5577.1826
020 L2/3 IT RSP Glut,H3K27me3,FemaleA,357,868130,2431.7368
082 CEA-BST Ebf1 Pdyn Gaba,H3K27me3,MaleA,358,2081923,5815.4272
129 VMH Nr5a1 Glut,H3K27ac,FemaleA,359,1980804,5517.56
006 L4/5 IT CTX Glut,H3K4me1,MaleA,360,1485064,4125.1777
133 PVH-SO-PVa Otp Glut,H3K27me3,MaleB,360,1611020,4475.0557
025 CA2-FC-IG Glut,H3K27ac,FemaleA,360,2734633,7596.2026
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27ac,MaleB,361,1336944,3703.446
049 Lamp5 Gaba,H3K4me1,MaleA,361,2252877,6240.6567
094 SCH Six6 Cdc14a Gaba,H3K27me3,MaleA,361,1195494,3311.6177
060 OT D3 Folh1 Gaba,H3K27me3,MaleA,362,1714480,4736.133
048 RHP-COA Ndnf Gaba,H3K4me1,FemaleB,363,1917586,5282.606
114 COAa-PAA-MEA Barhl2 Glut,H3K27me3,MaleA,363,2144884,5908.7715
060 OT D3 Folh1 Gaba,H3K9me3,MaleB,364,939932,2582.2307
025 CA2-FC-IG Glut,H3K9me3,MaleA,364,2511444,6899.5713
090 BST-MPN Six3 Nrgn Gaba,H3K4me1,MaleB,364,1485265,4080.3984
047 Sncg Gaba,H3K9me3,FemaleB,365,2313622,6338.6904
117 LHA Barhl2 Glut,H3K27me3,MaleA,365,1864974,5109.5176
126 ARH-PVp Tbx3 Glut,H3K27me3,FemaleA,366,1413993,3863.369
134 PH-ant-LHA Otp Bsx Glut,H3K4me1,MaleB,366,1473745,4026.6257
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27me3,FemaleA,367,1539777,4195.5776
131 LHA-AHN-PVH Otp Trh Glut,H3K27me3,MaleA,367,1692900,4612.8066
129 VMH Nr5a1 Glut,H3K27me3,FemaleB,368,760089,2065.4592
117 LHA Barhl2 Glut,H3K9me3,MaleB,368,2403578,6531.462
022 L5 ET CTX Glut,H3K4me1,FemaleA,368,2419814,6575.5815
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K4me1,FemaleA,368,1602042,4353.375
033 NP SUB Glut,H3K27me3,MaleA,369,1501701,4069.6504
108 ARH-PVp Tbx3 Gaba,H3K9me3,MaleA,370,5856349,15827.971
107 DMH Hmx2 Gaba,H3K9me3,FemaleA,370,1363991,3686.4622
048 RHP-COA Ndnf Gaba,H3K27me3,MaleB,371,1066682,2875.1536
104 TU-ARH Otp Six6 Gaba,H3K4me1,FemaleB,371,1784188,4809.132
082 CEA-BST Ebf1 Pdyn Gaba,H3K27me3,MaleB,372,2051110,5513.7363
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K9me3,FemaleB,372,1598895,4298.105
102 DMH-LHA Gsx1 Gaba,H3K4me1,FemaleA,372,678414,1823.6936
101 ZI Pax6 Gaba,H3K27ac,MaleB,373,967064,2592.6648
049 Lamp5 Gaba,H3K27ac,MaleB,374,793648,2122.0535
048 RHP-COA Ndnf Gaba,H3K4me1,MaleB,375,2453542,6542.779
023 SUB-ProS Glut,H3K9me3,FemaleB,375,2173956,5797.216
119 SI-MA-LPO-LHA Skor1 Glut,H3K4me1,FemaleA,375,1268958,3383.888
054 STR Prox1 Lhx6 Gaba,H3K9me3,MaleA,376,2365548,6291.351
104 TU-ARH Otp Six6 Gaba,H3K9me3,FemaleB,377,1562281,4143.9814
114 COAa-PAA-MEA Barhl2 Glut,H3K27me3,MaleB,377,2003742,5314.9653
108 ARH-PVp Tbx3 Gaba,H3K27ac,FemaleB,377,2276982,6039.74
135 STN-PSTN Pitx2 Glut,H3K27ac,FemaleB,377,1156622,3067.963
045 OB-STR-CTX Inh IMN,H3K27ac,FemaleB,379,2041541,5386.652
104 TU-ARH Otp Six6 Gaba,H3K27ac,MaleA,379,828772,2186.7334
056 Sst Chodl Gaba,H3K4me1,FemaleA,379,1430465,3774.314
002 IT EP-CLA Glut,H3K27me3,FemaleA,379,900364,2375.6306
048 RHP-COA Ndnf Gaba,H3K27me3,FemaleA,382,1589001,4159.6885
126 ARH-PVp Tbx3 Glut,H3K9me3,FemaleB,385,1549140,4023.7402
107 DMH Hmx2 Gaba,H3K27ac,MaleB,385,1707684,4435.543
004 L6 IT CTX Glut,H3K9me3,FemaleB,386,2281963,5911.8213
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27ac,FemaleA,386,2080746,5390.5337
022 L5 ET CTX Glut,H3K9me3,MaleB,386,1804431,4674.692
003 L5/6 IT TPE-ENT Glut,H3K4me1,MaleA,386,2053571,5320.1323
152 RE-Xi Nox4 Glut,H3K27ac,MaleA,387,933683,2412.6177
117 LHA Barhl2 Glut,H3K4me1,MaleB,387,1672738,4322.3203
060 OT D3 Folh1 Gaba,H3K9me3,FemaleA,388,1432497,3692.0027
199 PAG-MRN-RN Foxa2 Gaba,H3K4me1,MaleA,388,2873856,7406.845
133 PVH-SO-PVa Otp Glut,H3K4me1,MaleA,389,1926175,4951.6064
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K4me1,MaleA,389,1849175,4753.663
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K4me1,FemaleB,389,2122941,5457.4316
076 MEA-BST Lhx6 Nfib Gaba,H3K27ac,FemaleA,389,826534,2124.766
097 PVHd-SBPV Six3 Prox1 Gaba,H3K4me1,MaleB,390,1413321,3623.9
055 STR Lhx8 Gaba,H3K4me1,MaleB,390,1783364,4572.728
126 ARH-PVp Tbx3 Glut,H3K27me3,MaleB,390,1484831,3807.259
014 LA-BLA-BMA-PA Glut,H3K27ac,FemaleB,391,2174242,5560.721
033 NP SUB Glut,H3K27ac,MaleB,391,1221232,3123.3555
023 SUB-ProS Glut,H3K4me1,FemaleB,392,2062978,5262.699
086 MPO-ADP Lhx8 Gaba,H3K27ac,MaleA,392,847167,2161.1404
056 Sst Chodl Gaba,H3K27me3,FemaleA,393,1580549,4021.7532
047 Sncg Gaba,H3K4me1,MaleA,394,2396598,6082.736
086 MPO-ADP Lhx8 Gaba,H3K4me1,MaleA,394,2022277,5132.6826
107 DMH Hmx2 Gaba,H3K4me1,FemaleB,394,2246389,5701.495
054 STR Prox1 Lhx6 Gaba,H3K4me1,MaleA,395,2706201,6851.1416
074 MEA-BST Lhx6 Sp9 Gaba,H3K9me3,FemaleA,395,1688707,4275.2075
056 Sst Chodl Gaba,H3K9me3,FemaleA,395,1527063,3865.9822
127 DMH-LHA Vgll2 Glut,H3K4me1,FemaleA,395,948120,2400.3037
120 MEA Otp Foxp2 Glut,H3K4me1,FemaleB,396,4150706,10481.581
126 ARH-PVp Tbx3 Glut,H3K4me1,FemaleB,396,1898680,4794.6465
199 PAG-MRN-RN Foxa2 Gaba,H3K27me3,MaleA,397,1965716,4951.426
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K27me3,FemaleB,398,3254562,8177.2915
133 PVH-SO-PVa Otp Glut,H3K27ac,MaleA,400,827262,2068.155
010 IT AON-TT-DP Glut,H3K4me1,FemaleA,401,2293967,5720.6157
058 PAL-STR Gaba-Chol,H3K4me1,MaleB,405,2545496,6285.1753
104 TU-ARH Otp Six6 Gaba,H3K27me3,FemaleA,406,1817928,4477.6553
104 TU-ARH Otp Six6 Gaba,H3K4me1,MaleA,406,2161680,5324.335
030 L6 CT CTX Glut,H3K4me1,FemaleB,406,2036019,5014.825
116 AVPV-MEPO-SFO Tbr1 Glut,H3K4me1,FemaleA,406,1137326,2801.2957
054 STR Prox1 Lhx6 Gaba,H3K9me3,FemaleB,407,2317516,5694.1426
005 L5 IT CTX Glut,H3K27me3,FemaleB,408,5079367,12449.429
200 PAG-ND-PCG Onecut1 Gaba,H3K4me1,MaleB,408,1981429,4856.444
113 MEA-COA-BMA Ccdc42 Glut,H3K4me1,MaleA,411,3061836,7449.7227
180 SCiw Pitx2 Glut,H3K4me1,FemaleA,411,1451959,3532.747
048 RHP-COA Ndnf Gaba,H3K27me3,MaleA,412,1848002,4485.442
132 AHN-RCH-LHA Otp Fezf1 Glut,H3K27me3,MaleB,412,1797306,4362.393
048 RHP-COA Ndnf Gaba,H3K9me3,MaleB,413,2463276,5964.3486
060 OT D3 Folh1 Gaba,H3K27me3,FemaleA,416,1783360,4286.923
055 STR Lhx8 Gaba,H3K9me3,MaleB,418,2188212,5234.957
202 PRT Tcf7l2 Gaba,H3K27me3,FemaleA,419,1355864,3235.9521
031 CT SUB Glut,H3K4me1,FemaleA,419,1243367,2967.463
120 MEA Otp Foxp2 Glut,H3K27me3,FemaleB,420,5180384,12334.248
056 Sst Chodl Gaba,H3K27me3,MaleA,420,2070075,4928.75
033 NP SUB Glut,H3K4me1,FemaleA,421,1090791,2590.9524
030 L6 CT CTX Glut,H3K4me1,MaleB,422,1958902,4641.9478
086 MPO-ADP Lhx8 Gaba,H3K27me3,MaleA,424,1847798,4358.014
033 NP SUB Glut,H3K9me3,MaleB,424,2807310,6621.014
131 LHA-AHN-PVH Otp Trh Glut,H3K4me1,MaleB,426,1646608,3865.277
011 L2 IT ENT-po Glut,H3K4me1,MaleB,427,5312661,12441.829
047 Sncg Gaba,H3K4me1,MaleB,427,3582652,8390.286
049 Lamp5 Gaba,H3K27ac,MaleA,431,1399354,3246.761
101 ZI Pax6 Gaba,H3K4me1,FemaleB,432,2241210,5187.9863
056 Sst Chodl Gaba,H3K4me1,MaleB,432,2224026,5148.2085
049 Lamp5 Gaba,H3K9me3,MaleA,432,2136931,4946.5996
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K4me1,MaleA,432,3451144,7988.7593
054 STR Prox1 Lhx6 Gaba,H3K27ac,FemaleA,434,1628929,3753.2927
120 MEA Otp Foxp2 Glut,H3K27me3,MaleA,434,3518747,8107.712
156 MB-ant-ve Dmrta2 Glut,H3K27me3,FemaleB,434,1620311,3733.4355
046 Vip Gaba,H3K4me1,MaleA,434,2415632,5565.972
119 SI-MA-LPO-LHA Skor1 Glut,H3K27ac,FemaleA,434,1201807,2769.1406
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K4me1,MaleB,434,2942625,6780.2417
108 ARH-PVp Tbx3 Gaba,H3K27me3,FemaleB,435,1489014,3423.0208
200 PAG-ND-PCG Onecut1 Gaba,H3K27me3,MaleB,436,1247781,2861.883
120 MEA Otp Foxp2 Glut,H3K9me3,FemaleB,436,4457168,10222.862
011 L2 IT ENT-po Glut,H3K4me1,FemaleB,436,2291718,5256.234
075 MEA-BST Lhx6 Nr2e1 Gaba,H3K27ac,FemaleA,436,978516,2244.3027
007 L2/3 IT CTX Glut,H3K4me1,MaleB,437,1334691,3054.213
048 RHP-COA Ndnf Gaba,H3K27ac,MaleB,440,1019558,2317.1772
046 Vip Gaba,H3K9me3,FemaleB,442,2447627,5537.6177
098 AHN-SBPV-PVHd Pdrm12 Gaba,H3K27me3,FemaleA,443,1841956,4157.914
057 NDB-SI-MA-STRv Lhx8 Gaba,H3K9me3,MaleB,443,2986020,6740.4517
107 DMH Hmx2 Gaba,H3K9me3,FemaleB,444,2048583,4613.926
031 CT SUB Glut,H3K9me3,FemaleA,444,1414055,3184.8086
047 Sncg Gaba,H3K9me3,MaleB,444,2815365,6340.912
202 PRT Tcf7l2 Gaba,H3K9me3,FemaleA,445,1666858,3745.7483
073 MEA-BST Sox6 Gaba,H3K27me3,MaleB,447,2633007,5890.396
214 IPN Otp Crisp1 Gaba,H3K27ac,FemaleA,449,1266186,2820.0134
131 LHA-AHN-PVH Otp Trh Glut,H3K9me3,MaleB,449,2928820,6522.9844
058 PAL-STR Gaba-Chol,H3K9me3,MaleB,449,2882843,6420.586
214 IPN Otp Crisp1 Gaba,H3K9me3,FemaleA,449,1682193,3746.5322
047 Sncg Gaba,H3K27ac,MaleA,450,1313869,2919.709
054 STR Prox1 Lhx6 Gaba,H3K27ac,MaleA,451,1245667,2762.011
200 PAG-ND-PCG Onecut1 Gaba,H3K9me3,MaleA,452,3273557,7242.383
033 NP SUB Glut,H3K9me3,FemaleA,452,1272411,2815.0686
129 VMH Nr5a1 Glut,H3K27ac,MaleB,455,1133866,2492.0132
101 ZI Pax6 Gaba,H3K27me3,FemaleA,455,1974236,4338.98
010 IT AON-TT-DP Glut,H3K9me3,FemaleB,456,3382004,7416.6753
086 MPO-ADP Lhx8 Gaba,H3K9me3,MaleB,456,2944412,6457.044
006 L4/5 IT CTX Glut,H3K9me3,FemaleA,457,2115916,4630.013
214 IPN Otp Crisp1 Gaba,H3K4me1,FemaleA,457,1934098,4232.162
054 STR Prox1 Lhx6 Gaba,H3K27me3,MaleB,460,1965619,4273.085
086 MPO-ADP Lhx8 Gaba,H3K4me1,FemaleB,460,2761475,6003.2065
106 PVpo-VMPO-MPN Hmx2 Gaba,H3K27me3,MaleB,462,1889245,4089.275
011 L2 IT ENT-po Glut,H3K9me3,FemaleB,462,4657017,10080.123
119 SI-MA-LPO-LHA Skor1 Glut,H3K9me3,MaleA,462,2927648,6336.9004
080 CEA-AAA-BST Six3 Sp9 Gaba,H3K9me3,FemaleB,464,2891648,6232.0
048 RHP-COA Ndnf Gaba,H3K27ac,MaleA,465,1285212,2763.8967
004 L6 IT CTX Glut,H3K4me1,MaleA,465,2442249,5252.1484
004 L6 IT CTX Glut,H3K4me1,FemaleB,465,2131060,4582.925
180 SCiw Pitx2 Glut,H3K9me3,FemaleA,466,1761779,3780.6416
202 PRT Tcf7l2 Gaba,H3K27ac,FemaleA,467,1063895,2278.1477
006 L4/5 IT CTX Glut,H3K4me1,MaleB,467,1615719,3459.7837
047 Sncg Gaba,H3K9me3,MaleA,467,2592049,5550.4263
010 IT AON-TT-DP Glut,H3K9me3,FemaleA,468,2249570,4806.7734
033 NP SUB Glut,H3K4me1,MaleB,468,2623136,5604.991
113 MEA-COA-BMA Ccdc42 Glut,H3K27me3,FemaleB,469,3493997,7449.887
131 LHA-AHN-PVH Otp Trh Glut,H3K4me1,FemaleA,470,1033454,2198.8384
